Date,Event,Fight,Fighter,Opponent,Weight,Url
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Courtney Casey (116) vs. Seo Hee Ham (115),Courtney Casey,Seo Hee Ham,116,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Courtney Casey (116) vs. Seo Hee Ham (115),Seo Hee Ham,Courtney Casey,115,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Fredy Serrano (125) vs. Yao Zhikui (126),Fredy Serrano,Yao Zhikui,125,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Fredy Serrano (125) vs. Yao Zhikui (126),Yao Zhikui,Fredy Serrano,126,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Marco Beltran (136) vs. Ning Guangyou (134),Marco Beltran,Ning Guangyou,136,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,Marco Beltran (136) vs. Ning Guangyou (134),Ning Guangyou,Marco Beltran,134,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,"""Maestro"" Dong Hyun Kim (170) vs. Dominique Steele (171)","""Maestro"" Dong Hyun Kim",Dominique Steele,170,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2015-11-28,UFC Fight Night: Henderson vs. Masvidal,"""Maestro"" Dong Hyun Kim (170) vs. Dominique Steele (171)",Dominique Steele,"""Maestro"" Dong Hyun Kim",171,http://mmajunkie.com/2015/11/ufc-fight-night-79-live-and-official-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,"Quinton ""Rampage"" Jackson (205) vs. Rashad Evans (206)","Quinton ""Rampage"" Jackson",Rashad Evans,205,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,"Quinton ""Rampage"" Jackson (205) vs. Rashad Evans (206)",Rashad Evans,"Quinton ""Rampage"" Jackson",206,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Michael Bisping (186) vs. Dan Miller (185),Michael Bisping,Dan Miller,186,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Michael Bisping (186) vs. Dan Miller (185),Dan Miller,Michael Bisping,185,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Antonio Regerio Nogueira (205) vs. Jason Brilz (205),Antonio Regerio Nogueira,Jason Brilz,205,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Antonio Regerio Nogueira (205) vs. Jason Brilz (205),Jason Brilz,Antonio Regerio Nogueira,205,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Diego Sanchez (171) vs. John Hathaway (171),Diego Sanchez,John Hathaway,171,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Diego Sanchez (171) vs. John Hathaway (171),John Hathaway,Diego Sanchez,171,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Todd Duffee (253) vs. Mike Russow (153),Todd Duffee,Mike Russow,253,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Todd Duffee (253) vs. Mike Russow (153),Mike Russow,Todd Duffee,153,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Amir Sadollah (171) vs. Dong Hyun Kim (171),Amir Sadollah,Dong Hyun Kim,171,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Amir Sadollah (171) vs. Dong Hyun Kim (171),Dong Hyun Kim,Amir Sadollah,171,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Efrain Escudero (156) vs. Dan Lauzon (155),Efrain Escudero,Dan Lauzon,156,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Efrain Escudero (156) vs. Dan Lauzon (155),Dan Lauzon,Efrain Escudero,155,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Melvin Guillard (155) vs. Waylon Lowe (155),Melvin Guillard,Waylon Lowe,155,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Melvin Guillard (155) vs. Waylon Lowe (155),Waylon Lowe,Melvin Guillard,155,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Luiz Arthur Cane (205) vs. Cyrille Diabate (205),Luiz Arthur Cane,Cyrille Diabate,205,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Luiz Arthur Cane (205) vs. Cyrille Diabate (205),Cyrille Diabate,Luiz Arthur Cane,205,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Aaron Riley (156) vs. Joe Brammer (156),Aaron Riley,Joe Brammer,156,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Aaron Riley (156) vs. Joe Brammer (156),Joe Brammer,Aaron Riley,156,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Jesse Forbes (186) vs. Ryan Jensen (185),Jesse Forbes,Ryan Jensen,186,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-05-29,UFC 114: Rampage vs. Evans,Jesse Forbes (186) vs. Ryan Jensen (185),Ryan Jensen,Jesse Forbes,185,https://www.mmafighting.com/2010/05/28/ufc-114-weigh-in-results
2010-04-10,UFC 112: Invincible,Demian Maia (184) vs. Anderson Silva (185),Demian Maia,Anderson Silva,184,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Demian Maia (184) vs. Anderson Silva (185),Anderson Silva,Demian Maia,185,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Frankie Edgar (154) vs. BJ Penn (155),Frankie Edgar,BJ Penn,154,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Frankie Edgar (154) vs. BJ Penn (155),BJ Penn,Frankie Edgar,155,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Renzo Gracie (171) vs. Matt Hughes (170),Renzo Gracie,Matt Hughes,171,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Renzo Gracie (171) vs. Matt Hughes (170),Matt Hughes,Renzo Gracie,170,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Rafael Dos Anjos (156) vs. Terry Etim (154),Rafael Dos Anjos,Terry Etim,156,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Rafael Dos Anjos (156) vs. Terry Etim (154),Terry Etim,Rafael Dos Anjos,154,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Mark Munoz (185) vs. Kendall Grove (185),Mark Munoz,Kendall Grove,185,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Mark Munoz (185) vs. Kendall Grove (185),Kendall Grove,Mark Munoz,185,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Phil Davis (204) vs. Alexander Gustafsson (205),Phil Davis,Alexander Gustafsson,204,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Phil Davis (204) vs. Alexander Gustafsson (205),Alexander Gustafsson,Phil Davis,205,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,John Gunderson (154) vs. Paul Taylor (155),John Gunderson,Paul Taylor,154,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,John Gunderson (154) vs. Paul Taylor (155),Paul Taylor,John Gunderson,155,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Rick Story (169) vs. Nick Osipczak (170),Rick Story,Nick Osipczak,169,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Rick Story (169) vs. Nick Osipczak (170),Nick Osipczak,Rick Story,170,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Brad Blackburn (170) vs. DaMarques Johnson (170),Brad Blackburn,DaMarques Johnson,170,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Brad Blackburn (170) vs. DaMarques Johnson (170),DaMarques Johnson,Brad Blackburn,170,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Matt Veach (155) vs. Paul Kelly (156),Matt Veach,Paul Kelly,155,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Matt Veach (155) vs. Paul Kelly (156),Paul Kelly,Matt Veach,156,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Mostapha Al Turk (235) vs. Jon Madsen (252),Mostapha Al Turk,Jon Madsen,235,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
2010-04-10,UFC 112: Invincible,Mostapha Al Turk (235) vs. Jon Madsen (252),Jon Madsen,Mostapha Al Turk,252,https://www.mmafighting.com/2010/04/09/ufc-112-weigh-in-results
