Organization,Event,Date,Fight Number,Result,Fighter,Opponent,Method,Round,Time,Url
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,7,win,Nordine Taleb,Danny Roberts ,KO (Head Kick and Punch),1.0,0:59,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,7,loss,Danny Roberts,Nordine Taleb ,KO (Head Kick and Punch),1.0,0:59,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,8,win,John Makdessi,Abel Trujillo ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,8,loss,Abel Trujillo,John Makdessi ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,9,win,Alessio Di Chirico,Oluwale Bamgbose ,KO (Knee),2.0,2:14,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,9,loss,Oluwale Bamgbose,Alessio Di Chirico ,KO (Knee),2.0,2:14,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,10,win,Jordan Mein,Erick Silva ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Ultimate Fighting Championship,UFC on Fox 26 - Lawler vs. dos Anjos,2017-12-16,10,loss,Erick Silva,Jordan Mein ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-26-Lawler-vs-dos-Anjos-62621
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,0,win,Michael McDonald,Peter Ligier,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,0,loss,Peter Ligier,Michael McDonald,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,1,win,Valerie Letourneau,Kate Jackson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,1,loss,Kate Jackson,Valerie Letourneau ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,2,win,Mohammad Yahya,Ash Griffiths ,TKO (Punches),1.0,3:26,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,2,loss,Ash Griffiths,Mohammad Yahya ,TKO (Punches),1.0,3:26,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,3,win,Philip De Fries,James Thompson ,Submission (Guillotine Choke),1.0,1:53,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,3,loss,James Thompson,Philip De Fries ,Submission (Guillotine Choke),1.0,1:53,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,4,win,Jeremy Petley,Lewis Monarch ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Bellator MMA,Bellator 191 - McDonald vs. Ligier,2017-12-15,4,loss,Lewis Monarch,Jeremy Petley ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Bellator-191-McDonald-vs-Ligier-64167
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,0,win,Max Holloway,Jose Aldo,TKO (Punches),3.0,4:51,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,0,loss,Jose Aldo,Max Holloway,TKO (Punches),3.0,4:51,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,1,win,Francis Ngannou,Alistair Overeem ,KO (Punch),1.0,1:42,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,1,loss,Alistair Overeem,Francis Ngannou ,KO (Punch),1.0,1:42,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,2,win,Henry Cejudo,Sergio Pettis ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,2,loss,Sergio Pettis,Henry Cejudo ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,3,win,Eddie Alvarez,Justin Gaethje ,KO (Knee),3.0,3:59,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,3,loss,Justin Gaethje,Eddie Alvarez ,KO (Knee),3.0,3:59,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,4,win,Tecia Torres,Michelle Waterson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,4,loss,Michelle Waterson,Tecia Torres ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,5,win,Paul Felder,Charles Oliveira ,TKO (Elbows),2.0,4:06,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,5,loss,Charles Oliveira,Paul Felder ,TKO (Elbows),2.0,4:06,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,6,win,Yancy Medeiros,Alex Oliveira ,TKO (Punches),3.0,2:02,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,6,loss,Alex Oliveira,Yancy Medeiros ,TKO (Punches),3.0,2:02,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,7,win,David Teymur,Drakkar Klose ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,7,loss,Drakkar Klose,David Teymur ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,8,win,Felice Herrig,Cortney Casey-Sanchez ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,8,loss,Cortney Casey,Felice Herrig ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,9,win,Amanda Bobby Cooper,Angela Magana ,TKO (Punches),2.0,4:34,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,9,loss,Angela Magana,Amanda Bobby Cooper ,TKO (Punches),2.0,4:34,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,10,win,Abdul Razak Alhassan,Sabah Homasi ,TKO (Punches),1.0,4:21,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,10,loss,Sabah Homasi,Abdul Razak Alhassan ,TKO (Punches),1.0,4:21,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,11,win,Dominick Reyes,Jeremy Kimball ,Submission (Rear-Naked Choke),1.0,3:39,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,11,loss,Jeremy Kimball,Dominick Reyes ,Submission (Rear-Naked Choke),1.0,3:39,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,12,win,Justin Willis,Allen Crowder ,KO (Punches),1.0,2:33,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Ultimate Fighting Championship,UFC 218 - Holloway vs. Aldo 2,2017-12-02,12,loss,Allen Crowder,Justin Willis ,KO (Punches),1.0,2:33,http://www.sherdog.com/events/UFC-218-Holloway-vs-Aldo-2-61991
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,0,win,Julia Budd,Arlene Blencowe,Decision (Split),5.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,0,loss,Arlene Blencowe,Julia Budd,Decision (Split),5.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,1,win,Rafael Lovato Jr.,Chris Honeycutt ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,1,loss,Chris Honeycutt,Rafael Lovato Jr. ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,2,win,Chidi Njokuani,Hisaki Kato ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,2,loss,Hisaki Kato,Chidi Njokuani ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,3,win,David Rickels,Adam Piccolotti ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,3,loss,Adam Piccolotti,David Rickels ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,4,win,Stephanie Geltmacher,Ky Bennett ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,4,loss,Ky Bennett,Stephanie Geltmacher ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,5,win,Brian Grinnell,Kemmyelle Haley ,Submission,1.0,0:39,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,5,loss,Kemmyelle Haley,Brian Grinnell ,Submission,1.0,0:39,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,6,win,Cris Williams,Thomas Lopez ,Submission (Triangle Choke),1.0,1:39,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,6,loss,Thomas Lopez,Cris Williams ,Submission (Triangle Choke),1.0,1:39,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,7,win,Sam Sicilia,Marcos Galvao ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,7,loss,Marcos Galvao,Sam Sicilia ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,8,win,Juliana Velasquez,Na Liang ,Submission (Armbar),2.0,0:32,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,8,loss,Na Liang,Juliana Velasquez ,Submission (Armbar),2.0,0:32,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,9,win,Brandon Phillips,Jordan Howard ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,9,loss,Jordan Howard,Brandon Phillips ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,10,win,Mandel Nallo,Alec Williams ,KO (Head Kick),1.0,0:18,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,10,loss,Alec Williams,Mandel Nallo ,KO (Head Kick),1.0,0:18,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,11,win,Gaston Bolanos,Rick Gutierrez ,KO (Spinning Back Elbow),1.0,1:12,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,11,loss,Rick Gutierrez,Gaston Bolanos ,KO (Spinning Back Elbow),1.0,1:12,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,12,win,Andrew Parker,Franklin Patterson ,Submission (Arm-Triangle Choke),1.0,3:03,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Bellator MMA,Bellator 189 - Budd vs. Blencowe 2,2017-12-01,12,loss,Franklin Patterson,Andrew Parker ,Submission (Arm-Triangle Choke),1.0,3:03,http://www.sherdog.com/events/Bellator-189-Budd-vs-Blencowe-2-63229
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,0,win,Kelvin Gastelum,Michael Bisping,KO (Punch),1.0,2:30,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,0,loss,Michael Bisping,Kelvin Gastelum,KO (Punch),1.0,2:30,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,1,win,Li Jingliang,Zak Ottow ,TKO (Punches),1.0,2:57,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,1,loss,Zak Ottow,Jingliang Li ,TKO (Punches),1.0,2:57,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,2,win,Guan Wang,Alex Caceres ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,2,loss,Alex Caceres,Guan Wang ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,3,win,Alex Garcia,Muslim Salikhov ,Submission (Rear-Naked Choke),2.0,3:22,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,3,loss,Muslim Salikhov,Alex Garcia ,Submission (Rear-Naked Choke),2.0,3:22,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,4,win,Zabit Magomedsharipov,Sheymon Moraes ,Submission (Anaconda Choke),3.0,4:30,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,4,loss,Sheymon Moraes,Zabit Magomedsharipov ,Submission (Anaconda Choke),3.0,4:30,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,5,win,Kenan Song,Bobby Nash ,KO (Punches),1.0,0:15,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,5,loss,Bobby Nash,Kenan Song ,KO (Punches),1.0,0:15,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,6,win,Xiaonan Yan,Kailin Curran ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,6,loss,Kailin Curran,Xiaonan Yan ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,7,win,Yadong Song,Bharat Khandare ,Submission (Guillotine Choke),1.0,4:16,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,7,loss,Bharat Khandare,Yadong Song ,Submission (Guillotine Choke),1.0,4:16,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,8,win,Shamil Abdurakhimov,Chase Sherman ,KO (Punches),1.0,1:24,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,8,loss,Chase Sherman,Shamil Abdurakhimov ,KO (Punches),1.0,1:24,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,9,win,Gina Mazany,Yanan Wu ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,9,loss,Yanan Wu,Gina Mazany ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,10,win,Rolando Dy,Buren Wuliji ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,10,loss,Buren Wuliji,Rolando Dy ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,11,win,Cyril Asker,Yaozong Hu ,Submission (Rear-Naked Choke),2.0,2:33,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Ultimate Fighting Championship,UFC Fight Night 122 - Bisping vs. Gastelum,2017-11-25,11,loss,Yaozong Hu,Cyril Asker ,Submission (Rear-Naked Choke),2.0,2:33,http://www.sherdog.com/events/UFC-Fight-Night-122-Bisping-vs-Gastelum-62001
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,0,win,Noad Lahat,Jeremiah Labiano,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,0,loss,Jeremiah Labiano,Noad Lahat,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,1,win,Haim Gozali,Mykyta Mikhno ,Technical Submission (Triangle Choke),1.0,0:45,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,1,loss,Mykyta Mikhno,Haim Gozali ,Technical Submission (Triangle Choke),1.0,0:45,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,2,win,John Salter,Jason Radcliffe ,Submission (Rear-Naked Choke),1.0,1:55,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,2,loss,Jason Radcliffe,John Salter ,Submission (Rear-Naked Choke),1.0,1:55,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,3,win,Denise Kielholtz,Jessica Middleton ,Submission (Scarf Hold Armlock),1.0,1:16,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,3,loss,Jessica Middleton,Denise Kielholtz ,Submission (Scarf Hold Armlock),1.0,1:16,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,4,win,Luiz Victor Rocha,Almog Shay ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,4,loss,Almog Shay,Luiz Victor Rocha ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,5,win,Shimon Gosh,Francisco Silva ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,5,loss,Francisco Silva,Shimon Gosh ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,6,win,Olga Rubin,Joana Filipa Magalhaes ,TKO (Punches),2.0,3:46,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,6,loss,Joana Filipa Magalhaes,Olga Rubin ,TKO (Punches),2.0,3:46,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,7,win,Oron Kahlon,Julian Maloku ,Submission (Flying Triangle Choke),1.0,2:08,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,7,loss,Julian Maloku,Oron Kahlon ,Submission (Flying Triangle Choke),1.0,2:08,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,8,win,Alexander Nikulin,Rami Abuhav ,KO (Punch),1.0,1:57,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,8,loss,Rami Abuhav,Alexander Nikulin ,KO (Punch),1.0,1:57,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,9,NC,Alexey Trofimov,Gad David Abisror ,NC (Accidental Kick to the Groin),1.0,1:20,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
Bellator MMA,Bellator 188 - Lahat vs. Labiano,2017-11-16,9,NC,Gad David Abisror,Alexey Trofimov ,NC (Accidental Kick to the Groin),1.0,1:20,http://www.sherdog.com/events/Bellator-188-Lahat-vs-Labiano-62885
