Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",1,Jeremy Stephens,26-14-0,"5' 9""",145,71,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",1,Charles Oliveira,"22-8-0, 1NC","5' 10""",155,74,41,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",2,KJ Noons,"12-8-0, 1NC","5' 10""",155,72,39,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",2,Daron Cruickshank,"16-8-0, 1NC","5' 8""",155,72,,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",3,Joe Proctor,11-5-0,"5' 10""",170,72,39,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",3,Yancy Medeiros,"15-4-0, 1NC","5' 10""",155,75,41,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",4,Jessica Penne,12-6-0,"5' 5""",115,67,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",4,Randa Markos,7-6-0,"5' 4""",115,63,39,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",5,Felice Herrig,14-6-0,"5' 4""",115,65,36,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",5,Lisa Ellis,15-9-0,"5' 4""",115,62,,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",6,Bec Rawlings,7-7-0,"5' 6""",115,64,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",6,Heather Jo Clark,7-6-0,"5' 6""",115,64,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",7,Joanne Calderwood,11-3-0,"5' 6""",115,65,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",7,Seohee Ham,16-8-0,"5' 2""",115,62,35,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",8,Tecia Torres,10-1-0,"5' 1""",115,60,35,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",8,Angela Magana,11-9-0,"5' 1""",115,65,36,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",9,Aisling Daly,16-5-0,"5' 2""",115,64,37,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",9,Alex Chambers,5-4-0,"5' 3""",115,63,36,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",10,Emily Peters Kagan,3-3-0,"5' 3""",115,66,37,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",10,Angela Hill,7-4-0,"5' 3""",115,64,38,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",0,Johny Hendricks,18-8-0,"5' 9""",185,69,39,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",0,Robbie Lawler,"28-12-0, 1NC","5' 11""",170,74,39,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",1,Anthony Pettis,20-7-0,"5' 10""",155,72,40,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",1,Gilbert Melendez,22-7-0,"5' 9""",155,73,40,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",2,Travis Browne,18-7-1,"6' 7""",265,79,45,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",2,Brendan Schaub,11-5-0,"6' 4""",265,78,,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",3,Todd Duffee,9-3-0,"6' 3""",265,79,,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",3,Anthony Hamilton,15-9-0,"6' 5""",265,76,45,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",4,Tony Ferguson,25-3-0,"5' 11""",155,76,40,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",4,Abel Trujillo,"15-8-0, 1NC","5' 8""",155,70,39,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",5,Urijah Faber,34-10-0,"5' 6""",135,67,37,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",5,Francisco Rivera,"11-7-0, 1NC","5' 8""",135,68,38,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",6,Eddie Gordon,8-4-0,"6' 0""",185,77,,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",6,Josh Samman,12-5-0,"6' 3""",185,79,43,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",7,Corey Anderson,10-4-0,"6' 3""",205,79,44,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",7,Justin Jones,3-2-0,"5' 11""",185,78,,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",8,Raquel Pennington,9-6-0,"5' 7""",135,67,37,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",8,Ashlee Evans-Smith,5-3-0,"5' 8""",135,67,39,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",9,Sergio Pettis,16-3-0,"5' 6""",125,69,38,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",9,Matt Hobar,9-3-0,"5' 10""",135,70,,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",10,Alex White,12-3-0,"6' 0""",155,71,41,http://www.ufc.com/event/UFC181/printFightCard
UFC 181 - Hendricks vs. Lawler II,2014-12-06 00:00:00,"Las Vegas, NV",10,Clay Collard,"14-7-0, 1NC","5' 11""",145,73,,http://www.ufc.com/event/UFC181/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",0,Frankie Edgar,21-5-1,"5' 6""",145,68,37,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",0,Cub Swanson,25-8-0,"5' 8""",145,70,38,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",1,Bobby Green,23-8-1,"5' 10""",155,71,40,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",1,Edson  Barboza,19-4-0,"5' 11""",155,75,41,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",2,Brad Pickett,26-14-0,"5' 6""",135,68,37,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",2,Chico Camus,"14-7-0, 1NC","5' 6""",125,66,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",3,Jared Rosholt,14-3-0,"6' 2""",265,75,41,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",3,Aleksei Oleinik,52-11-1,"6' 2""",265,80,45,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",4,Joseph Benavidez,25-4-0,"5' 4""",125,65,36,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",4,Dustin Ortiz,17-7-0,"5' 5""",125,65,35,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",5,Matt Wiman,16-7-0,"5' 10""",155,68,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",5,Isaac Vallie-Flagg,14-5-1,"5' 8""",155,70,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",6,Ruslan Magomedov,14-1-0,"6' 3""",265,78,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",6,Josh Copeland,9-2-0,"6' 1""",265,75,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",7,Luke Barnatt,8-3-0,"6' 6""",185,77,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",7,Roger Narvaez,7-2-0,"6' 3""",185,79,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",8,James Vick,12-1-0,"6' 3""",155,76,43,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",8,Nick Hein,"14-2-0, 1NC","5' 6""",155,66,39,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",9,Yves Edwards,"42-22-1, 1NC","5' 9""",155,73,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",9,Akbarh Arreola,23-9-1,"5' 10""",155,71,40,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",10,Paige VanZant,7-3-0,"5' 4""",115,65,37,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",10,Kailin Curran,4-6-0,"5' 4""",115,65,37,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",11,Juan Puig,11-4-0,"5' 9""",145,72,,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC Fight Night - Edgar vs. Swanson,2014-11-22 00:00:00,"Austin, TX",11,Dooho Choi,14-2-0,"5' 10""",145,70,39,http://www.ufc.com/event/ufc-fight-night-austin/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",0,Fabricio Werdum,23-7-1,"6' 4""",265,77,45,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",0,Mark Hunt,"13-11-1, 1NC","5' 10""",265,72,43,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",1,Jake Ellenberger,31-13-0,"5' 9""",170,71,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",1,Kelvin Gastelum,"15-3-0, 1NC","5' 9""",185,71,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",2,Ricardo Lamas,18-6-0,"5' 8""",145,71,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",2,Dennis Bermudez,17-7-0,"5' 6""",145,66,38,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",3,Augusto Montano,15-3-0,"6' 1""",170,73,43,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",3,Chris Heatherly,"8-3-0, 1NC","5' 9""",170,68,,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",4,Edgar Garcia,14-5-0,"5' 10""",170,71,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",4,Hector Urbina,25-10-0,"5' 11""",170,73,40,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",5,Yair Rodriguez,11-2-0,"5' 11""",145,71,41,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",5,Leonardo Morales,5-2-0,"5' 8""",135,68,,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",6,Alejandro Perez,20-6-1,"5' 6""",135,67,36,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",6,Jose Quinonez,7-2-0,"5' 8""",135,69,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",7,Jessica Eye,"11-6-0, 1NC","5' 6""",135,66,38,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",7,Leslie Smith,10-7-1,"5' 9""",135,66,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",8,Gabriel Benitez,20-7-0,"5' 8""",145,71,40,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",8,Humberto Brown,4-5-0,"5' 10""",145,71,,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",9,Henry Briones,19-7-1,"5' 8""",135,69,38,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",9,Guido Cannetti,7-3-0,"5' 6""",135,68,38,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",10,Marco Beltran,8-7-0,"5' 8""",125,69,39,http://www.ufc.com/event/UFC180/printFightCard
UFC 180 - Werdum vs. Hunt,2014-11-15 00:00:00,"Mexico City, Mexico",10,Marlon Vera,10-4-1,"5' 8""",135,70,40,http://www.ufc.com/event/UFC180/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",0,Mauricio Rua,24-10-0,"6' 1""",205,76,40,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",0,Ovince Saint Preux,22-10-0,"6' 3""",205,80,45,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",1,Warlley Alves,12-2-0,"5' 11""",170,72,42,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",1,Alan Jouban,15-6-0,"6' 0""",170,73,41,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",2,Claudio Silva,11-1-0,"5' 11""",170,71,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",2,Leon Edwards,14-3-0,"6' 0""",170,74,43,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",3,Dhiego Lima,14-6-0,"6' 2""",170,75,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",3,Jorge de Oliveira,7-2-0,"5' 8""",170,71,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",4,Juliana Lima,9-4-0,"5' 5""",115,65,39,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",4,Nina Ansaroff,8-5-0,"5' 5""",115,64,39,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",5,Diego Rivas,7-1-0,"5' 8""",145,69,39,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",5,Rodolfo Rubio,12-8-0,"5' 5""",145,66,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",6,Caio Magalhaes,9-3-0,"6' 1""",185,73,42,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",6,Trevor Smith,15-7-0,"6' 3""",185,75,41,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",7,Leandro Silva,"19-4-1, 1NC","5' 9""",155,72,42,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",7,Charlie Brenneman,19-8-0,"5' 10""",155,72,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",8,Thomas Almeida,22-2-0,"5' 7""",135,70,38,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",8,Tim Gorman,9-4-0,"5' 4""",135,68,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",9,Wagner Silva,3-3-0,"6' 0""",170,71,,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Shogun vs. Saint Preux,2014-11-08 00:00:00,"Uberlandia, Brazil",9,Colby Covington,13-1-0,"5' 11""",170,72,41,http://www.ufc.com/event/ufc-fight-night-uberlandia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",0,Luke Rockhold,16-3-0,"6' 3""",185,77,45,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",0,Michael Bisping,31-9-0,"6' 1""",185,75,44,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",1,Ross Pearson,"21-12-0, 1NC","5' 8""",155,69,39,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",1,Al Iaquinta,13-3-1,"5' 9""",155,70,40,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",2,Robert Whittaker,20-4-0,"6' 0""",185,73,43,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",2,Clint Hester,11-6-0,"6' 2""",205,77,,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",3,Soa Palelei,22-5-0,"6' 4""",265,81,,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",3,Walt Harris,10-7-0,"6' 5""",265,77,47,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",4,Jake Matthews,12-3-0,"5' 11""",170,73,42,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",4,Vagner Rocha,11-4-0,"5' 10""",155,73,,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",5,Anthony Perosh,15-10-0,"6' 3""",205,75,44,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",5,Guto Inocente,6-4-0,"6' 3""",205,77,,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
UFC Fight Night - Rockhold vs. Bisping,2014-11-07 00:00:00,"Sydney, Australia",6,Dylan Andrews,"18-7-0, 1NC","6' 1""",185,74,,http://www.ufc.com/event/ufc-fight-night-sydney-australia/printFightCard
