Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC Fight Night: Lewis vs. Browne,2017-02-19,Catchweight (139.5 lbs),139.5,4,Gina Mazany,loss,Sara McMann,Submission (arm-triangle choke),1,1:14,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Lightweight,155.0,5,Paul Felder,win,Alessandro Ricci,TKO (elbow and punches),1,4:44,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Lightweight,155.0,5,Alessandro Ricci,loss,Paul Felder,TKO (elbow and punches),1,4:44,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Welterweight,170.0,6,Santiago Ponzinibbio,win,Nordine Taleb,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Welterweight,170.0,6,Nordine Taleb,loss,Santiago Ponzinibbio,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Women's Strawweight,115.0,7,Randa Markos,win,Carla Esparza,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Women's Strawweight,115.0,7,Carla Esparza,loss,Randa Markos,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Bantamweight,135.0,8,Aiemann Zahabi,win,Reginaldo Vieira,"Decision (unanimous) (30-27, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Bantamweight,135.0,8,Reginaldo Vieira,loss,Aiemann Zahabi,"Decision (unanimous) (30-27, 29-28, 29-28)",3,5:00,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Middleweight,185.0,9,Thiago Santos,win,Jack Marshman,TKO (spinning heel kick and punches),2,2:21,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Middleweight,185.0,9,Jack Marshman,loss,Thiago Santos,TKO (spinning heel kick and punches),2,2:21,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Middleweight,185.0,10,Gerald Meerschaert,win,Ryan Janes,Submission (armbar),1,1:34,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC Fight Night: Lewis vs. Browne,2017-02-19,Middleweight,185.0,10,Ryan Janes,loss,Gerald Meerschaert,Submission (armbar),1,1:34,"Halifax, Nova Scotia, Canada",Scotiabank Centre,8123.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Browne
UFC 208: Holm vs. de Randamie,2017-02-11,Women's Featherweight,145.0,0,Germaine de Randamie,win,Holly Holm,"Decision (unanimous) (48-47, 48-47, 48-47)",5,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Women's Featherweight,145.0,0,Holly Holm,loss,Germaine de Randamie,"Decision (unanimous) (48-47, 48-47, 48-47)",5,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Middleweight,185.0,1,Anderson Silva,win,Derek Brunson,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Middleweight,185.0,1,Derek Brunson,loss,Anderson Silva,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Middleweight,185.0,2,"Ronaldo ""Jacare"" Souza",win,Tim Boetsch,Submission (kimura),1,3:41,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Middleweight,185.0,2,Tim Boetsch,loss,Ronaldo Souza,Submission (kimura),1,3:41,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Light Heavyweight,205.0,3,Glover Teixeira,win,Jared Cannonier,"Decision (unanimous) (30-26, 30-26, 30-26)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Light Heavyweight,205.0,3,Jared Cannonier,loss,Glover Teixeira,"Decision (unanimous) (30-26, 30-26, 30-26)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Lightweight,155.0,4,Dustin Poirier,win,Jim Miller,"Decision (majority) (28-28, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Lightweight,155.0,4,Jim Miller,loss,Dustin Poirier,"Decision (majority) (28-28, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Welterweight,170.0,5,Belal Muhammad,win,Randy Brown,"Decision (unanimous) (30-27, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Welterweight,170.0,5,Randy Brown,loss,Belal Muhammad,"Decision (unanimous) (30-27, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Flyweight,125.0,6,Wilson Reis,win,Ulka Sasaki,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Flyweight,125.0,6,Ulka Sasaki,loss,Wilson Reis,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Lightweight,155.0,7,Islam Makhachev,win,Nik Lentz,"Decision (unanimous) (30-25, 30-25, 30-27)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Lightweight,155.0,7,Nik Lentz,loss,Islam Makhachev,"Decision (unanimous) (30-25, 30-25, 30-27)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Featherweight,145.0,8,Rick Glenn,win,Phillipe Nover,"Decision (split) (27-30, 29-28, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Featherweight,145.0,8,Phillipe Nover,loss,Rick Glenn,"Decision (split) (27-30, 29-28, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Welterweight,170.0,9,Ryan LaFlare,win,Roan Carneiro,"Decision (unanimous) (30-26, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC 208: Holm vs. de Randamie,2017-02-11,Welterweight,170.0,9,Roan Carneiro,loss,Ryan LaFlare,"Decision (unanimous) (30-26, 30-27, 29-28)",3,5:00,"Brooklyn, New York, U.S.",Barclays Center,15628.0,https://en.wikipedia.org/wiki/UFC_208
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Featherweight,145.0,0,Chan Sung Jung,win,Dennis Bermudez,KO (punch),1,2:49,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Featherweight,145.0,0,Dennis Bermudez,loss,Chan Sung Jung,KO (punch),1,2:49,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Women's Strawweight,115.0,1,Felice Herrig,win,Alexa Grasso,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Women's Strawweight,115.0,1,Alexa Grasso,loss,Felice Herrig,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Lightweight,155.0,2,James Vick,win,Abel Trujillo,Submission (D'arce choke),3,0:49,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Lightweight,155.0,2,Abel Trujillo,loss,James Vick,Submission (D'arce choke),3,0:49,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Light Heavyweight,205.0,3,Volkan Oezdemir,win,Ovince Saint Preux,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Light Heavyweight,205.0,3,Ovince Saint Preux,loss,Volkan Oezdemir,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Heavyweight,265.0,4,Marcel Fortuna,win,Anthony Hamilton,KO (punch),1,3:10,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Heavyweight,265.0,4,Anthony Hamilton,loss,Marcel Fortuna,KO (punch),1,3:10,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Women's Strawweight,115.0,5,Jssica Andrade,win,Angela Hill,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Women's Strawweight,115.0,5,Angela Hill,loss,Jssica Andrade,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Heavyweight,265.0,6,Curtis Blaydes,nc,Adam Milstead,No Contest (overturned),2,0:59,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Heavyweight,265.0,6,Adam Milstead,nc,Curtis Blaydes,No Contest (overturned),2,0:59,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Featherweight,145.0,7,Chas Skelly,win,Chris Gruetzemacher,Submission (rear-naked choke),2,2:01,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Featherweight,145.0,7,Chris Gruetzemacher,loss,Chas Skelly,Submission (rear-naked choke),2,2:01,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Bantamweight,135.0,8,Ricardo Ramos,win,Michinori Tanaka,"Decision (unanimous) (29-28, 30-27, 29-28)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Bantamweight,135.0,8,Michinori Tanaka,loss,Ricardo Ramos,"Decision (unanimous) (29-28, 30-27, 29-28)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Catchweight (117.5 lbs),117.5,9,Tecia Torres,win,Bec Rawlings,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Catchweight (117.5 lbs),117.5,9,Bec Rawlings,loss,Tecia Torres,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Welterweight,170.0,10,Niko Price,nc,Alex Morono,No Contest (overturned),2,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Welterweight,170.0,10,Alex Morono,nc,Niko Price,No Contest (overturned),2,5:00,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Light Heavyweight,205.0,11,Khalil Rountree,win,Daniel Jolly,KO (knee),1,0:52,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC Fight Night: Bermudez vs. Korean Zombie,2017-02-04,Light Heavyweight,205.0,11,Daniel Jolly,loss,Khalil Rountree,KO (knee),1,0:52,"Houston, Texas, U.S.",Toyota Center,8119.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._Korean_Zombie
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Women's Bantamweight,135.0,0,Valentina Shevchenko,win,Julianna Pea,Submission (armbar),2,4:29,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Women's Bantamweight,135.0,0,Julianna Pena,loss,Valentina Shevchenko,Submission (armbar),2,4:29,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Welterweight,170.0,1,Jorge Masvidal,win,Donald Cerrone,TKO (punches),2,1:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Welterweight,170.0,1,Donald Cerrone,loss,Jorge Masvidal,TKO (punches),2,1:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Heavyweight,265.0,2,Francis Ngannou,win,Andrei Arlovski,TKO (punches),1,1:32,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Heavyweight,265.0,2,Andrei Arlovski,loss,Francis Ngannou,TKO (punches),1,1:32,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Featherweight,145.0,3,Jason Knight,win,Alex Caceres,Submission (rear-naked choke),2,4:21,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Featherweight,145.0,3,Alex Caceres,loss,Jason Knight,Submission (rear-naked choke),2,4:21,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Middleweight,185.0,4,Sam Alvey,win,Nate Marquardt,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Middleweight,185.0,4,Nate Marquardt,loss,Sam Alvey,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Bantamweight,135.0,5,Raphael Assuno,win,Aljamain Sterling,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Bantamweight,135.0,5,Aljamain Sterling,loss,Raphael Assuno,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Welterweight,170.0,6,Li Jingliang,win,Bobby Nash,KO (punches),2,4:45,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Welterweight,170.0,6,Bobby Nash,loss,Li Jingliang,KO (punches),2,4:45,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Light Heavyweight,205.0,7,Jordan Johnson,win,Henrique da Silva,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Light Heavyweight,205.0,7,Henrique da Silva,loss,Jordan Johnson,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Middleweight,185.0,8,Eric Spicely,win,Alessio Di Chirico,Submission (triangle choke),1,2:14,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Middleweight,185.0,8,Alessio Di Chirico,loss,Eric Spicely,Submission (triangle choke),1,2:14,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Catchweight (209.5 lbs),209.5,9,Marcos Rogrio de Lima,win,Jeremy Kimball,TKO (punches),1,2:27,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Catchweight (209.5 lbs),209.5,9,Jeremy Kimball,loss,Marcos Rogrio de Lima,TKO (punches),1,2:27,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Flyweight,125.0,10,Alexandre Pantoja,win,Eric Shelton,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Flyweight,125.0,10,Eric Shelton,loss,Alexandre Pantoja,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Lightweight,155.0,11,Jason Gonzalez,win,J.C. Cottrell,Submission (D'arce choke),1,3:54,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC on Fox: Shevchenko vs. Pea,2017-01-28,Lightweight,155.0,11,JC Cottrell,loss,Jason Gonzalez,Submission (D'arce choke),1,3:54,"Denver, Colorado, U.S.",Pepsi Center,13233.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a
UFC Fight Night: Rodrguez vs. Penn,2017-01-15,Featherweight,145.0,0,Yair Rodriguez,win,B.J. Penn,TKO (front kick and punches),2,0:24,"Phoenix, Arizona, U.S.",Talking Stick Resort Arena,11589.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Penn
UFC Fight Night: Rodrguez vs. Penn,2017-01-15,Featherweight,145.0,0,BJ Penn,loss,Yair Rodriguez,TKO (front kick and punches),2,0:24,"Phoenix, Arizona, U.S.",Talking Stick Resort Arena,11589.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Penn
UFC Fight Night: Rodrguez vs. Penn,2017-01-15,Lightweight,155.0,1,Joe Lauzon,win,Marcin Held,"Decision (split) (29-28, 29-28, 27-30)",3,5:00,"Phoenix, Arizona, U.S.",Talking Stick Resort Arena,11589.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Penn
UFC Fight Night: Rodrguez vs. Penn,2017-01-15,Lightweight,155.0,1,Marcin Held,loss,Joe Lauzon,"Decision (split) (29-28, 29-28, 27-30)",3,5:00,"Phoenix, Arizona, U.S.",Talking Stick Resort Arena,11589.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Penn
UFC Fight Night: Rodrguez vs. Penn,2017-01-15,Welterweight,170.0,2,Ben Saunders,win,Court McGee,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Phoenix, Arizona, U.S.",Talking Stick Resort Arena,11589.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Penn
