Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC Fight Night: Lewis vs. Browne,2017-02-19,3,Middleweight,185,Elias Theodorou,Cezar Ferreira,win,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,3,Middleweight,185,Cezar Ferreira,Elias Theodorou,loss,U-DEC,3,5:00,11,3,2,2,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,4,Women's Bantamweight,135,Sara McMann,Gina Mazany,win,SUB  Arm Triangle,1,1:14,7,2,1,2,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,4,Women's Bantamweight,135,Gina Mazany,Sara McMann,loss,SUB  Arm Triangle,1,1:14,0,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,5,Lightweight,155,Paul Felder,Alessandro Ricci,win,KO/TKO  Elbow,1,4:44,23,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,5,Lightweight,155,Alessandro Ricci,Paul Felder,loss,KO/TKO  Elbow,1,4:44,21,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,6,Welterweight,170,Santiago Ponzinibbio,Nordine Taleb,win,U-DEC,3,5:00,53,0,0,2,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,6,Welterweight,170,Nordine Taleb,Santiago Ponzinibbio,loss,U-DEC,3,5:00,48,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,7,Women's Strawweight,115,Randa Markos,Carla Esparza,win,S-DEC,3,5:00,48,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,7,Women's Strawweight,115,Carla Esparza,Randa Markos,loss,S-DEC,3,5:00,32,4,1,4,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,8,Bantamweight,135,Reginaldo Vieira,Aiemann Zahabi,loss,U-DEC,3,5:00,64,2,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,8,Bantamweight,135,Aiemann Zahabi,Reginaldo Vieira,win,U-DEC,3,5:00,44,0,0,1,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,9,Middleweight,185,Jack Marshman,Thiago Santos,loss,KO/TKO  Kick,2,2:21,6,0,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,9,Middleweight,185,Thiago Santos,Jack Marshman,win,KO/TKO  Kick,2,2:21,27,1,0,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,10,Middleweight,185,Gerald Meerschaert,Ryan Janes,win,SUB  Armbar,1,1:34,3,0,1,0,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC Fight Night: Lewis vs. Browne,2017-02-19,10,Middleweight,185,Ryan Janes,Gerald Meerschaert,loss,SUB  Armbar,1,1:34,3,1,0,1,http://www.fightmetric.com/event-details/b4ad3a06ee4d660c
UFC 208: Holm vs. De Randamie,2017-02-11,0,Women's Featherweight,145,Germaine de Randamie,Holly Holm,win,U-DEC,5,5:00,80,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,0,Women's Featherweight,145,Holly Holm,Germaine de Randamie,loss,U-DEC,5,5:00,77,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,1,Middleweight,185,Anderson Silva,Derek Brunson,win,U-DEC,3,5:00,43,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,1,Middleweight,185,Derek Brunson,Anderson Silva,loss,U-DEC,3,5:00,54,2,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,2,Middleweight,185,"Ronaldo ""Jacare"" Souza",Tim Boetsch,win,SUB  Kimura,1,3:41,7,1,1,2,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,2,Middleweight,185,Tim Boetsch,Jacare Souza,loss,SUB  Kimura,1,3:41,6,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,3,Light Heavyweight,205,Glover Teixeira,Jared Cannonier,win,U-DEC,3,5:00,24,3,1,11,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,3,Light Heavyweight,205,Jared Cannonier,Glover Teixeira,loss,U-DEC,3,5:00,21,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,4,Lightweight,155,Dustin Poirier,Jim Miller,win,M-DEC,3,5:00,97,3,0,1,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,4,Lightweight,155,Jim Miller,Dustin Poirier,loss,M-DEC,3,5:00,71,1,3,1,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,5,Welterweight,170,Belal Muhammad,Randy Brown,win,U-DEC,3,5:00,71,2,0,2,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,5,Welterweight,170,Randy Brown,Belal Muhammad,loss,U-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,6,Flyweight,125,Wilson Reis,Ulka Sasaki,win,U-DEC,3,5:00,34,6,2,6,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,6,Flyweight,125,Ulka Sasaki,Wilson Reis,loss,U-DEC,3,5:00,34,0,0,2,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,7,Lightweight,155,Nik Lentz,Islam Makhachev,loss,U-DEC,3,5:00,13,0,1,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,7,Lightweight,155,Islam Makhachev,Nik Lentz,win,U-DEC,3,5:00,43,5,0,12,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,8,Featherweight,145,Phillipe Nover,Rick Glenn,loss,S-DEC,3,5:00,50,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,8,Featherweight,145,Rick Glenn,Phillipe Nover,win,S-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,9,Welterweight,170,Ryan LaFlare,Roan Carneiro,win,U-DEC,3,5:00,29,1,0,2,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC 208: Holm vs. De Randamie,2017-02-11,9,Welterweight,170,Roan Carneiro,Ryan LaFlare,loss,U-DEC,3,5:00,19,0,0,2,http://www.fightmetric.com/event-details/865aa315ea62c511
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,0,Featherweight,145,Chan Sung Jung,Dennis Bermudez,win,KO/TKO  Punch,1,2:29,17,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,0,Featherweight,145,Dennis Bermudez,Chan Sung Jung,loss,KO/TKO  Punch,1,2:29,20,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,1,Women's Strawweight,115,Felice Herrig,Alexa Grasso,win,U-DEC,3,5:00,60,2,0,2,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,1,Women's Strawweight,115,Alexa Grasso,Felice Herrig,loss,U-DEC,3,5:00,80,0,1,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,2,Lightweight,155,James Vick,Abel Trujillo,win,SUB  D'Arce Choke,3,0:49,25,1,3,2,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,2,Lightweight,155,Abel Trujillo,James Vick,loss,SUB  D'Arce Choke,3,0:49,11,1,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,3,Light Heavyweight,205,Volkan Oezdemir,Ovince Saint Preux,win,S-DEC,3,5:00,82,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,3,Light Heavyweight,205,Ovince Saint Preux,Volkan Oezdemir,loss,S-DEC,3,5:00,76,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,4,Heavyweight,265,Marcel Fortuna,Anthony Hamilton,win,KO/TKO  Punch,1,3:10,15,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,4,Heavyweight,265,Anthony Hamilton,Marcel Fortuna,loss,KO/TKO  Punch,1,3:10,14,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,5,Women's Strawweight,115,Angela Hill,Jessica Andrade,loss,U-DEC,3,5:00,89,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,5,Women's Strawweight,115,Jessica Andrade,Angela Hill,win,U-DEC,3,5:00,131,2,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,6,Heavyweight,265,Curtis Blaydes,Adam Milstead,nc  nc,Overturned,2,0:59,25,8,0,1,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,6,Heavyweight,265,Adam Milstead,Curtis Blaydes,nc  nc,Overturned,2,0:59,1,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,7,Featherweight,145,Chris Gruetzemacher,Chas Skelly,loss,SUB  Rear Naked Choke,2,2:01,28,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,7,Featherweight,145,Chas Skelly,Chris Gruetzemacher,win,SUB  Rear Naked Choke,2,2:01,21,2,1,2,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,8,Bantamweight,135,Michinori Tanaka,Ricardo Ramos,loss,U-DEC,3,5:00,28,2,0,1,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,8,Bantamweight,135,Ricardo Ramos,Michinori Tanaka,win,U-DEC,3,5:00,45,0,1,3,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,9,Women's Strawweight,115,Bec Rawlings,Tecia Torres,loss,U-DEC,3,5:00,37,1,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,9,Women's Strawweight,115,Tecia Torres,Bec Rawlings,win,U-DEC,3,5:00,81,1,0,2,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,10,Welterweight,170,Niko Price,Alex Morono,nc  nc,Overturned  Punch,2,5:00,23,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,10,Welterweight,170,Alex Morono,Niko Price,nc  nc,Overturned  Punch,2,5:00,45,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,11,Light Heavyweight,205,Khalil Rountree,Daniel Jolly,win,KO/TKO  Knees,1,0:52,3,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,11,Light Heavyweight,205,Daniel Jolly,Khalil Rountree Jr.,loss,KO/TKO  Knees,1,0:52,0,0,0,0,http://www.fightmetric.com/event-details/6a8a06b542e1516d
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,0,Women's Bantamweight,135,Valentina Shevchenko,Julianna Pena,win,SUB  Armbar,2,4:29,13,2,1,2,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,0,Women's Bantamweight,135,Julianna Pena,Valentina Shevchenko,loss,SUB  Armbar,2,4:29,27,1,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,1,Welterweight,170,Jorge Masvidal,Donald Cerrone,win,KO/TKO  Punches,2,1:00,58,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,1,Welterweight,170,Donald Cerrone,Jorge Masvidal,loss,KO/TKO  Punches,2,1:00,30,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,2,Heavyweight,265,Francis Ngannou,Andrei Arlovski,win,KO/TKO  Punch,1,1:32,8,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,2,Heavyweight,265,Andrei Arlovski,Francis Ngannou,loss,KO/TKO  Punch,1,1:32,3,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,3,Featherweight,145,Jason Knight,Alex Caceres,win,SUB  Rear Naked Choke,2,4:21,31,2,4,2,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,3,Featherweight,145,Alex Caceres,Jason Knight,loss,SUB  Rear Naked Choke,2,4:21,27,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,4,Middleweight,185,Sam Alvey,Nate Marquardt,win,U-DEC,3,5:00,36,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,4,Middleweight,185,Nate Marquardt,Sam Alvey,loss,U-DEC,3,5:00,28,1,0,1,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,5,Bantamweight,135,Aljamain Sterling,Raphael Assuncao,loss,S-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,5,Bantamweight,135,Raphael Assuncao,Aljamain Sterling,win,S-DEC,3,5:00,39,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,6,Welterweight,170,Bobby Nash,Li Jingliang,loss,KO/TKO  Punch,2,4:45,39,1,2,1,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,6,Welterweight,170,Li Jingliang,Bobby Nash,win,KO/TKO  Punch,2,4:45,37,0,0,1,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,7,Light Heavyweight,205,Henrique da Silva,Jordan Johnson,loss,U-DEC,3,5:00,22,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,7,Light Heavyweight,205,Jordan Johnson,Henrique da Silva,win,U-DEC,3,5:00,39,4,2,5,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,8,Middleweight,185,Alessio Di Chirico,Eric Spicely,loss,SUB  Triangle Choke,1,2:14,1,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,8,Middleweight,185,Eric Spicely,Alessio Di Chirico,win,SUB  Triangle Choke,1,2:14,1,1,1,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,9,Light Heavyweight,205,Jeremy Kimball,Marcos Rogerio de Lima,loss,KO/TKO  Punches,1,2:27,5,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,9,Light Heavyweight,205,Marcos Rogerio De Lima,Jeremy Kimball,win,KO/TKO  Punches,1,2:27,12,0,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,10,Flyweight,125,Eric Shelton,Alexandre Pantoja,loss,S-DEC,3,5:00,32,4,0,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,10,Flyweight,125,Alexandre Pantoja,Eric Shelton,win,S-DEC,3,5:00,37,1,2,2,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,11,Lightweight,155,Jason Gonzalez,JC Cottrell,win,SUB  D'Arce Choke,1,3:54,4,0,1,0,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Shevchenko vs. Pena,2017-01-28,11,Lightweight,155,JC Cottrell,Jason Gonzalez,loss,SUB  D'Arce Choke,1,3:54,1,1,0,3,http://www.fightmetric.com/event-details/4512e46543b960ad
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,0,Featherweight,145,Yair Rodriguez,BJ Penn,win,KO/TKO  Punches,2,0:24,55,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,0,Featherweight,145,BJ Penn,Yair Rodriguez,loss,KO/TKO  Punches,2,0:24,4,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,1,Lightweight,155,Joe Lauzon,Marcin Held,win,S-DEC,3,5:00,20,1,1,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,1,Lightweight,155,Marcin Held,Joe Lauzon,loss,S-DEC,3,5:00,23,5,0,4,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,2,Welterweight,170,Ben Saunders,Court McGee,win,U-DEC,3,5:00,49,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,2,Welterweight,170,Court McGee,Ben Saunders,loss,U-DEC,3,5:00,54,1,0,2,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3,Flyweight,125,Sergio Pettis,John Moraga,win,U-DEC,3,5:00,48,2,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3,Flyweight,125,John Moraga,Sergio Pettis,loss,U-DEC,3,5:00,33,1,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,4,Lightweight,155,Drakkar Klose,Devin Powell,win,U-DEC,3,5:00,68,2,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,4,Lightweight,155,Devin Powell,Drakkar Klose,loss,U-DEC,3,5:00,22,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,5,Bantamweight,135,Frankie Saenz,Augusto Mendes,loss,S-DEC,3,5:00,40,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,5,Bantamweight,135,Augusto Mendes,Frankie Saenz,win,S-DEC,3,5:00,42,4,0,1,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,6,Heavyweight,265,Viktor Pesta,Aleksei Oleinik,loss,SUB  Other - Choke,1,2:57,7,1,0,3,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,6,Heavyweight,265,Oleksiy Oliynyk,Viktor Pesta,win,SUB  Other - Choke,1,2:57,7,0,1,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,7,Lightweight,155,Alex White,Tony Martin,loss,U-DEC,3,5:00,11,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,7,Lightweight,155,Tony Martin,Alex White,win,U-DEC,3,5:00,20,2,0,4,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,8,Women's Strawweight,115,Jocelyn Jones-Lybarger,Nina Ansaroff,loss,SUB  Rear Naked Choke,3,3:39,21,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,8,Women's Strawweight,115,Nina Ansaroff,Jocelyn Jones-Lybarger,win,SUB  Rear Naked Choke,3,3:39,48,1,2,5,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,9,Heavyweight,265,Chase Sherman,Walt Harris,loss,KO/TKO  Knee,2,2:41,20,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,9,Heavyweight,265,Walt Harris,Chase Sherman,win,KO/TKO  Knee,2,2:41,32,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,10,Light Heavyweight,205,Bojan Mihajlovic,Joachim Christensen,loss,KO/TKO  Punches,3,2:05,22,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,10,Light Heavyweight,205,Joachim Christensen,Bojan Mihajlovic,win,KO/TKO  Punches,3,2:05,41,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,11,Heavyweight,265,Cyril Asker,Dmitrii Smoliakov,win,KO/TKO  Punches,1,2:41,19,1,0,2,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,11,Heavyweight,265,Dmitrii Smoliakov,Cyril Asker,loss,KO/TKO  Punches,1,2:41,5,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC 207: Nunes vs. Rousey,2016-12-30,0,Women's Bantamweight,135,Amanda Nunes,Ronda Rousey,win,KO/TKO  Punches,1,0:48,27,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,0,Women's Bantamweight,135,Ronda Rousey,Amanda Nunes,loss,KO/TKO  Punches,1,0:48,7,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,1,Bantamweight,135,Cody Garbrandt,Dominick Cruz,win,U-DEC,5,5:00,68,1,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,1,Bantamweight,135,Dominick Cruz,Cody Garbrandt,loss,U-DEC,5,5:00,88,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,2,Bantamweight,135,TJ Dillashaw,John Lineker,win,U-DEC,3,5:00,71,5,1,8,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,2,Bantamweight,135,John Lineker,TJ Dillashaw,loss,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,3,Welterweight,170,Dong Hyun Kim,Tarec Saffiedine,win,S-DEC,3,5:00,36,3,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,3,Welterweight,170,Tarec Saffiedine,Dong Hyun Kim,loss,S-DEC,3,5:00,52,2,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,2016-12-30,4,Flyweight,125,Ray Borg,Louis Smolka,win,U-DEC,3,5:00,21,4,1,12,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
